Unnamed: 0.1,Unnamed: 0,plural,male,female,title,male_eng,female_eng,male_cnt,female_cnt,total
0,0,Абаза,Абаза,Абаза,2,abaza,abaza,412,412,412
1,1,Абакумовы,Абакумов,Абакумова,1,abakumov,abakumova,7187,8511,15698
2,5,Абамелики,Абамелики,Абамелики,5,abameliki,abameliki,0,0,0
3,6,Абамелик,Абамелик,Абамелик,5,abamelik,abamelik,2,2,2
4,7,Абиецкие,Абиецкий,Абиецкая,1,abietsky,abietskaya,0,0,0
5,9,Абловы,Аблов,Аблова,6,ablov,ablova,177,244,421
6,10,Абрамовы,Абрамов,Абрамова,2,abramov,abramova,81978,94995,176973
7,11,Абрамовичи-Барановские,Абрамович-Барановский,Абрамович-Барановская,2,abramovich-baranovsky,abramovich-baranovskaya,0,0,0
8,12,Абросимовы,Абросимов,Абросимова,3,abrosimov,abrosimova,13839,14920,28759
9,13,Абулаевы,Абулаев,Абулаева,4,abulaev,abulaeva,34,19,53
10,14,Абуховские,Абуховский,Абуховская,2,abukhovsky,abukhovskaya,12,8,20
11,15,Авакаров,Авакаров,Авакарова,2,avakarov,avakarova,0,0,0
12,16,Аввакумовы,Аввакумов,Аввакумова,1,avvakumov,avvakumova,2767,2856,5623
13,17,Авакумовы,Авакумов,Авакумова,1,avakumov,avakumova,232,247,479
14,18,Авдуловы,Авдулов,Авдулова,2,avdulov,avdulova,239,202,441
15,20,Аверкиевы,Аверкиев,Аверкиева,2,averkiev,averkieva,2212,2586,4798
16,21,Аверьяновы,Аверьянов,Аверьянова,2,averyanov,averyanova,12622,13126,25748
17,22,Авловы,Авлов,Авлова,2,avlov,avlova,87,135,222
18,23,Аврамовы,Аврамов,Аврамова,2,avramov,avramova,1018,883,1901
19,25,Агаповы,Агапов,Агапова,3,agapov,agapova,16612,19177,35789
20,26,Агафоновы,Агафонов,Агафонова,3,agafonov,agafonova,33563,40067,73630
21,27,Агеевы,Агеев,Агеева,3,ageev,ageeva,24003,26669,50672
22,31,Агентовы,Агентов,Агентова,2,agentov,agentova,83,50,133
23,33,Аграновские,Аграновский,Аграновская,3,agranovsky,agranovskaya,104,155,259
24,34,Агреневы,Агренев,Агренева,3,agrenev,agreneva,10,1,11
25,35,Адами,Адами,Адами,3,adami,adami,16,16,16
26,36,Адамс,Адамс,Адамс,3,adams,adams,990,990,990
27,37,Адлер,Адлер,Адлер,2,adler,adler,1183,1183,1183
28,38,Адлерберг,Адлерберг,Адлерберг,5,adlerberg,adlerberg,25,25,25
29,39,Азанчевские,Азанчевский,Азанчевская,2,azanchevsky,azanchevskaya,6,25,31
30,41,Азанчевские-Азанчеевы,Азанчевский-Азанчеев,Азанчевская-Азанчеева,6,azanchevskiy-azancheev,azanchevskaya-azancheeva,0,0,0
31,42,Азанчеевы-Азанчевские,Азанчеев-Азанчевский,Азанчеева-Азанчевская,6,azancheev-azanchevsky,azancheeva-azanchevskaya,0,0,0
32,44,Азаревичи,Азаревич,Азаревич,3,azarevich,azarevich,198,198,198
33,45,Азигильдовы,Азигильдов,Азигильдова,4,azigildov,azigildova,0,0,0
34,46,Айгустовы,Айгустов,Айгустова,2,aygustov,aygustova,63,3,66
35,48,Айдаровы,Айдаров,Айдарова,6,aydarov,aydarova,1535,1447,2982
36,51,Акиловы,Акилов,Акилова,2,akilov,akilova,1007,971,1978
37,52,Акимкины,Акимкин,Акимкина,3,akimkin,akimkina,1248,1333,2581
38,53,Акимовы,Акимов,Акимова,2,akimov,akimova,36954,39193,76147
39,56,Акинфовы,Акинфов,Акинфова,6,akinfov,akinfova,18,23,41
40,57,Акновы,Акнов,Акнова,3,aknov,aknova,2,2,2
41,58,Акповы,Акпов,Акпова,3,akpov,akpova,0,0,0
42,59,Аксаковы,Аксаков,Аксакова,2,aksakov,aksakova,457,454,911
43,61,Аксеновы,Аксенов,Аксенова,3,aksenov,aksenova,14218,16300,30518
44,63,Аксиотис,Аксиотис,Аксиотис,3,aksiotis,aksiotis,12,12,12
45,64,Алабовы,Алабов,Алабова,2,alabov,alabova,110,48,158
46,67,Алагреки,Алагреки,Алагреки,1,alagreki,alagreki,0,0,0
47,69,Алагрек,Алагрек,Алагрек,1,alagrek,alagrek,0,0,0
48,71,Аладьины,Аладьин,Аладьина,6,aladin,aladina,1300,1179,2479
49,72,Алаишев,Алаишев,Алаишева,6,alaishev,alaisheva,0,0,0
50,73,Алашев,Алашев,Алашева,6,alashev,alasheva,111,86,197
51,74,Албини,Албини,Албини,3,albini,albini,2,2,2
52,76,Алдадановы,Алдаданов,Алдаданова,3,aldadanov,aldadanova,0,0,0
53,77,Алеевы,Алеев,Алеева,4,aleev,aleeva,3683,4283,7966
54,79,Алейников,Алейников,Алейникова,3,aleynikov,aleynikova,5887,7668,13555
55,80,Олейников,Олейников,Олейникова,3,oleynikov,oleynikova,11340,15323,26663
56,81,Аллейников,Аллейников,Аллейникова,3,alleynikov,alleynikova,0,20,20
57,82,Александровы,Александров,Александрова,1,aleksandrov,aleksandrova,77740,103294,181034
58,93,Алексеевы,Алексеев,Алексеева,2,alekseev,alekseeva,120187,137151,257338
59,126,Алексеевцевы,Алексеевцев,Алексеевцева,3,alekseevtsev,alekseevtseva,23,13,36
60,127,Аленевы,Аленев,Аленева,2,alenev,aleneva,107,38,145
61,128,Алисов,Алисов,Алисова,6,alisov,alisova,1084,1607,2691
62,129,Алларт,Алларт,Алларт,1,allart,allart,3,3,3
63,131,Аллар,Аллар,Аллар,1,allar,allar,2,2,2
64,133,Алмазовы,Алмазов,Алмазова,6,almazov,almazova,3618,5270,8888
65,134,Алферовы,Алферов,Алферова,2,alferov,alferova,3360,5764,9124
66,136,Алферьевы,Алферьев,Алферьева,1,alferev,alfereva,632,869,1501
67,139,Алфимовы,Алфимов,Алфимова,6,alfimov,alfimova,1511,1407,2918
68,141,Алымовы,Алымов,Алымова,2,alymov,alymova,2635,2988,5623
69,143,Альбедиль,Альбедиль,Альбедиль,2,albedil,albedil,3,3,3
70,144,Альбебиль,Альбебиль,Альбебиль,2,albebil,albebil,0,0,0
71,145,Альбицкие,Альбицкий,Альбицкая,3,albitsky,albitskaya,25,212,237
72,146,Альбрехт,Альбрехт,Альбрехт,3,albrekht,albrekht,671,671,671
73,148,Альфонские,Альфонский,Альфонская,3,alfonsky,alfonskaya,6,10,16
74,150,Альфтан,Альфтан,Альфтан,2,alftan,alftan,4,4,4
75,153,Альфтон,Альфтон,Альфтон,2,alfton,alfton,0,0,0
76,156,Алябьев,Алябьев,Алябьева,6,alyabev,alyabeva,1819,2233,4052
77,157,Аммосовы,Аммосов,Аммосова,6,ammosov,ammosova,2156,2223,4379
78,158,Анбаровы,Анбаров,Анбарова,1,anbarov,anbarova,1,0,1
79,160,Ангелов,Ангелов,Ангелова,2,angelov,angelova,1857,2164,4021
80,161,Андре,Андре,Андре,2,andre,andre,1,1,1
81,165,Анбре,Анбре,Анбре,2,anbre,anbre,0,0,0
82,169,Андреевы,Андреев,Андреева,1,andreev,andreeva,159923,215723,375646
83,197,Андреевские,Андреевский,Андреевская,1,andreevsky,andreevskaya,650,1033,1683
84,204,Андреяновы,Андреянов,Андреянова,2,andreyanov,andreyanova,2169,2865,5034
85,208,Андриянов,Андриянов,Андриянова,6,andriyanov,andriyanova,6705,7671,14376
86,209,Андрианов,Андрианов,Андрианова,6,andrianov,andrianova,14851,23163,38014
87,210,Андроновы,Андронов,Андронова,2,andronov,andronova,9157,10518,19675
88,213,Андропов,Андропов,Андропова,2,andropov,andropova,3212,2057,5269
89,214,Антропов,Антропов,Антропова,2,antropov,antropova,10535,12357,22892
90,215,Андроссовы,Андроссов,Андроссова,3,androssov,androssova,1,1,1
91,216,Андросовы,Андросов,Андросова,3,androsov,androsova,7292,9789,17081
92,217,Андрушкевич,Андрушкевич,Андрушкевич,1,andrushkevich,andrushkevich,450,450,450
93,218,Аникеевы,Аникеев,Аникеева,2,anikeev,anikeeva,5724,6549,12273
94,223,Анисимовы,Анисимов,Анисимова,2,anisimov,anisimova,52124,64607,116731
95,227,Анитовы,Анитов,Анитова,1,anitov,anitova,27,67,94
96,232,Аничковы,Аничков,Аничкова,6,anichkov,anichkova,81,180,261
97,234,Анке,Анке,Анке,3,anke,anke,7,7,7
98,235,Анненковы,Анненков,Анненкова,2,annenkov,annenkova,2687,3394,6081
99,236,Аноевы,Аноев,Аноева,3,anoev,anoeva,48,56,104
100,237,Аноприевы,Аноприев,Аноприева,3,anopriev,anoprieva,102,831,933
101,238,Анопреевы,Анопреев,Анопреева,3,anopreev,anopreeva,7,8,15
102,239,Аносовы,Аносов,Аносова,2,anosov,anosova,6409,5898,12307
103,241,Анохины,Анохин,Анохина,3,anokhin,anokhina,16390,19939,36329
104,243,Антоновы,Антонов,Антонова,2,antonov,antonova,110247,123273,233520
105,252,Антонович,Антонович,Антонович,3,antonovich,antonovich,1963,1963,1963
106,253,Антоньев,Антоньев,Антоньева,2,antonev,antoneva,101,144,245
107,254,Анучины,Анучин,Анучина,2,anuchin,anuchina,1709,2142,3851
108,256,Анцыферовы,Анцыферов,Анцыферова,3,antsyferov,antsyferova,110,178,288
109,257,Апраксины,Апраксин,Апраксина,3,apraksin,apraksina,433,500,933
110,259,Апухтин,Апухтин,Апухтина,3,apukhtin,apukhtina,909,910,1819
111,260,Апушкин,Апушкин,Апушкина,2,apushkin,apushkina,186,235,421
112,261,Арабидзевы,Арабидзев,Арабидзева,2,arabidzev,arabidzeva,0,0,0
113,265,Арапетовы,Арапетов,Арапетова,2,arapetov,arapetova,1,1,1
114,267,Арапов,Арапов,Арапова,6,arapov,arapova,4576,5224,9800
115,268,Арбековы,Арбеков,Арбекова,2,arbekov,arbekova,163,265,428
116,269,Арбузов,Арбузов,Арбузова,6,arbuzov,arbuzova,6643,6929,13572
117,270,Аргамаковы,Аргамаков,Аргамакова,2,argamakov,argamakova,16,23,39
118,272,Арендт,Арендт,Арендт,1,arendt,arendt,58,58,58
119,273,Арефьевы,Арефьев,Арефьева,2,arefev,arefeva,7434,8066,15500
120,274,Аристовы,Аристов,Аристова,1,aristov,aristova,7501,8699,16200
121,279,Армфельдт,Армфельдт,Армфельдт,3,armfeldt,armfeldt,0,0,0
122,280,Армфельд,Армфельд,Армфельд,3,armfeld,armfeld,3,3,3
123,281,Арнатские,Арнатский,Арнатская,3,arnatsky,arnatskaya,6,40,46
124,282,Арнаутов,Арнаутов,Арнаутова,6,arnautov,arnautova,1803,2424,4227
125,283,Арнольды,Арнольд,Арнольд,2,arnold,arnold,1588,1588,1588
126,285,Арнольди,Арнольди,Арнольди,2,arnoldi,arnoldi,13,13,13
127,287,Ароновы,Аронов,Аронова,2,aronov,aronova,3380,1165,4545
128,289,Арсеньевы,Арсеньев,Арсеньева,2,arsenev,arseneva,3912,4496,8408
129,295,Артемберги,Артемберги,Артемберги,2,artembergi,artembergi,0,0,0
130,296,Артемберг,Артемберг,Артемберг,2,artemberg,artemberg,0,0,0
131,297,Артемовы,Артемов,Артемова,2,artemov,artemova,8048,11265,19313
132,299,Артемьевы,Артемьев,Артемьева,2,artemev,artemeva,21884,23397,45281
133,301,Артлебен,Артлебен,Артлебен,3,artleben,artleben,0,0,0
134,302,Артыновы,Артынов,Артынова,3,artynov,artynova,111,138,249
135,303,Архангельские,Архангельский,Архангельская,2,arkhangelsky,arkhangelskaya,2490,2986,5476
136,305,Архаровы,Архаров,Архарова,6,arkharov,arkharova,1072,1231,2303
137,306,Архиповы,Архипов,Архипова,1,arkhipov,arkhipova,48473,63856,112329
138,308,Арцыбышевы,Арцыбышев,Арцыбышева,4,artsybyshev,artsybysheva,1,7,8
139,310,Арцибашевы,Арцибашев,Арцибашева,4,artsibashev,artsibasheva,34,48,82
140,312,Аршеневские,Аршеневский,Аршеневская,3,arshenevsky,arshenevskaya,12,4,16
141,315,Асановы,Асанов,Асанова,2,asanov,asanova,7607,7955,15562
142,316,Аскарханов,Аскарханов,Аскарханова,2,askarkhanov,askarkhanova,1,2,3
143,317,Асланбеговы,Асланбегов,Асланбегова,2,aslanbegov,aslanbegova,35,5,40
144,318,Аслановичи,Асланович,Асланович,2,aslanovich,aslanovich,122,122,122
145,319,Асминины,Асминин,Асминина,2,asminin,asminina,76,70,146
146,320,Астапенко,Астапенко,Астапенко,2,astapenko,astapenko,3905,3905,3905
147,321,Астафьевы,Астафьев,Астафьева,2,astafev,astafeva,10044,12236,22280
148,328,Остафьевы,Остафьев,Остафьева,6,ostafev,ostafeva,120,112,232
149,332,Дастор,Дастор,Дастор,2,dastor,dastor,1,1,1
150,333,Атаев,Атаев,Атаева,2,ataev,ataeva,6457,2867,9324
151,334,Аталыков,Аталыков,Аталыкова,2,atalykov,atalykova,47,31,78
152,335,Ауновские,Ауновский,Ауновская,3,aunovsky,aunovskaya,2,0,2
153,336,Ауэрбахи,Ауэрбахи,Ауэрбахи,2,auerbakhi,auerbakhi,0,0,0
154,337,Ауэрбах,Ауэрбах,Ауэрбах,2,auerbakh,auerbakh,17,17,17
155,339,Афанасьевы,Афанасьев,Афанасьева,1,afanasev,afanaseva,55534,54877,110411
156,345,Афонасьевы,Афонасьев,Афонасьева,1,afonasev,afonaseva,1619,1568,3187
157,351,Афремовы,Афремов,Афремова,6,afremov,afremova,46,76,122
158,352,Ахалины,Ахалин,Ахалина,2,akhalin,akhalina,44,11,55
159,353,Ахлестышевы,Ахлестышев,Ахлестышева,1,akhlestyshev,akhlestysheva,0,0,0
160,357,Ахматов,Ахматов,Ахматова,6,akhmatov,akhmatova,2923,3722,6645
161,358,Ахшарумовы,Ахшарумов,Ахшарумова,4,akhsharumov,akhsharumova,7,1,8
162,360,Бабановский,Бабановский,Бабановская,3,babanovsky,babanovskaya,3,3,3
163,361,Бабарыкин,Бабарыкин,Бабарыкина,6,babarykin,babarykina,1124,1054,2178
164,362,Боборыкин,Боборыкин,Боборыкина,6,boborykin,boborykina,202,175,377
165,363,Бабины,Бабин,Бабина,3,babin,babina,8651,7702,16353
166,364,Бабков,Бабков,Бабкова,1,babkov,babkova,1940,1874,3814
167,366,Бабст,Бабст,Бабст,3,babst,babst,1,1,1
168,367,Багдадовы,Багдадов,Багдадова,3,bagdadov,bagdadova,16,0,16
169,369,Богдадовы,Богдадов,Богдадова,3,bogdadov,bogdadova,0,0,0
170,371,Багратионы,Багратион,Багратион,5,bagration,bagration,68,68,68
171,373,Багриновский,Багриновский,Багриновская,6,bagrinovsky,bagrinovskaya,17,31,48
172,374,Бадендик,Бадендик,Бадендик,3,badendik,badendik,0,0,0
173,375,Бодендик?,Бодендик,Бодендик,3,bodendik,bodendik,0,0,0
174,376,Бажановы,Бажанов,Бажанова,3,bazhanov,bazhanova,3100,4335,7435
175,377,Баженовы,Баженов,Баженова,1,bazhenov,bazhenova,21059,25389,46448
176,380,Бажины,Бажин,Бажина,2,bazhin,bazhina,3753,4254,8007
177,381,Бажуковы,Бажуков,Бажукова,2,bazhukov,bazhukova,1381,1223,2604
178,385,Базаров,Базаров,Базарова,3,bazarov,bazarova,8438,9164,17602
179,386,Базилевичи,Базилевич,Базилевич,2,bazilevich,bazilevich,718,718,718
180,390,Базилевские,Базилевский,Базилевская,1,bazilevsky,bazilevskaya,483,672,1155
181,394,Байбаковы,Байбаков,Байбакова,2,baybakov,baybakova,1600,1987,3587
182,395,Байберины,Байберин,Байберина,6,bayberin,bayberina,0,0,0
183,396,Байер,Байер,Байер,3,bayer,bayer,639,639,639
184,397,Байко,Байко,Байко,2,bayko,bayko,233,233,233
185,398,Байковы,Байков,Байкова,2,baykov,baykova,8408,10130,18538
186,400,Байковский,Байковский,Байковская,6,baykovsky,baykovskaya,130,169,299
187,401,Бакаревы,Бакарев,Бакарева,3,bakarev,bakareva,200,182,382
188,402,Бакареевы,Бакареев,Бакареева,3,bakareev,bakareeva,0,0,0
189,403,Бакеев,Бакеев,Бакеева,6,bakeev,bakeeva,1506,1210,2716
190,404,Бакинцовы,Бакинцов,Бакинцова,2,bakintsov,bakintsova,0,0,0
191,405,Бакунины,Бакунин,Бакунина,6,bakunin,bakunina,992,961,1953
192,406,Бакшеевы,Бакшеев,Бакшеева,2,baksheev,baksheeva,2079,2266,4345
193,407,Балакшеевы,Балакшеев,Балакшеева,2,balaksheev,balaksheeva,11,3,14
194,408,Балахнины,Балахнин,Балахнина,3,balakhnin,balakhnina,1650,1850,3500
195,409,Балахонцевы,Балахонцев,Балахонцева,3,balakhontsev,balakhontseva,400,396,796
196,410,Балашовы,Балашов,Балашова,1,balashov,balashova,24089,26144,50233
197,414,Балашевы,Балашев,Балашева,1,balashev,balasheva,295,377,672
198,418,Балдин,Балдин,Балдина,3,baldin,baldina,5335,4110,9445
199,419,Балетюс,Балетюс,Балетюс,1,baletjus,baletjus,0,0,0
200,420,Бальтус?,Бальтус,Бальтус,1,baltus,baltus,2,2,2
201,421,Балк,Балк,Балк,3,balk,balk,85,85,85
202,422,Балк-Полевы,Балк-Полев,Балк-Полева,4,balk-polev,balk-poleva,0,0,0
203,424,Балкашины,Балкашин,Балкашина,6,balkashin,balkashina,17,12,29
204,428,Балюр,Балюр,Балюр,2,baljur,baljur,0,0,0
205,429,Банины,Банин,Банина,2,banin,banina,1599,1025,2624
206,431,Бантыш-Каменские,Бантыш-Каменский,Бантыш-Каменская,4,bantysh-kamensky,bantysh-kamenskaya,0,0,0
207,432,Барабановы,Барабанов,Барабанова,2,barabanov,barabanova,8067,8517,16584
208,433,Баранов,Баранов,Баранова,5,baranov,baranova,83169,87428,170597
209,439,Барановские,Барановский,Барановская,2,baranovsky,baranovskaya,4578,4377,8955
210,440,Баранцевич,Баранцевич,Баранцевич,6,barantsevich,barantsevich,60,60,60
211,441,Баранчеевы,Баранчеев,Баранчеева,2,barancheev,barancheeva,38,51,89
212,442,Баратынский,Баратынский,Баратынская,6,baratynsky,baratynskaya,42,49,91
213,443,Боратынский,Боратынский,Боратынская,6,boratynsky,boratynskaya,1,5,6
214,444,Барбер,Барбер,Барбер,2,barber,barber,65,65,65
215,445,Бардовские,Бардовский,Бардовская,3,bardovsky,bardovskaya,227,198,425
216,446,Бароовские,Бароовский,Бароовская,3,baroovsky,baroovskaya,0,0,0
217,447,Бардуковы,Бардуков,Бардукова,2,bardukov,bardukova,245,258,503
218,448,Барбуковы,Барбуков,Барбукова,2,barbukov,barbukova,4,11,15
219,449,Барков,Барков,Баркова,6,barkov,barkova,8269,8754,17023
220,450,Бармины,Бармин,Бармина,3,barmin,barmina,4642,7909,12551
221,451,Барсовы,Барсов,Барсова,3,barsov,barsova,1094,880,1974
222,452,Барсуковы,Барсуков,Барсукова,2,barsukov,barsukova,15062,15024,30086
223,455,Бартеневы,Бартенев,Бартенева,6,bartenev,barteneva,2400,2884,5284
224,456,Бартуков,Бартуков,Бартукова,2,bartukov,bartukova,8,6,14
225,457,Баршевы,Баршев,Баршева,3,barshev,barsheva,96,77,173
226,459,Барыковы,Барыков,Барыкова,2,barykov,barykova,179,146,325
227,461,Барышниковы,Барышников,Барышникова,3,baryshnikov,baryshnikova,10529,11551,22080
228,464,Басалаевы,Басалаев,Басалаева,1,basalaev,basalaeva,2070,2759,4829
229,466,Басанаевы,Басанаев,Басанаева,1,basanaev,basanaeva,21,76,97
230,468,Баскаковы,Баскаков,Баскакова,2,baskakov,baskakova,7420,8542,15962
231,472,Басковы,Басков,Баскова,2,baskov,baskova,3102,2275,5377
232,474,Басманов,Басманов,Басманова,3,basmanov,basmanova,1686,2139,3825
233,475,Басовы,Басов,Басова,3,basov,basova,11807,13003,24810
234,478,Баталин,Баталин,Баталина,3,batalin,batalina,1183,1215,2398
235,479,Баталов,Баталов,Баталова,2,batalov,batalova,7135,8963,16098
236,480,Батасовы,Батасов,Батасова,2,batasov,batasova,165,658,823
237,481,Баташевы,Баташев,Баташева,2,batashev,batasheva,390,731,1121
238,483,Баташовы,Баташов,Баташова,2,batashov,batashova,914,712,1626
239,485,Батуевы,Батуев,Батуева,2,batuev,batueva,15277,9230,24507
240,486,Батурины,Батурин,Батурина,3,baturin,baturina,9112,9107,18219
241,489,Баумгарт,Баумгарт,Баумгарт,3,baumgart,baumgart,38,38,38
242,490,Баумгартен,Баумгартен,Баумгартен,2,baumgarten,baumgarten,50,50,50
243,491,Бауэр,Бауэр,Бауэр,3,bauer,bauer,5965,5965,5965
244,493,Бахметевы,Бахметев,Бахметева,2,bakhmetev,bakhmeteva,1450,1022,2472
245,501,Бахтеревы,Бахтерев,Бахтерева,2,bakhterev,bakhtereva,134,298,432
246,503,Бахтеяров,Бахтеяров,Бахтеярова,6,bakhteyarov,bakhteyarova,17,20,37
247,504,Бахтиаров,Бахтиаров,Бахтиарова,2,bakhtiarov,bakhtiarova,900,1754,2654
248,505,Башиловы,Башилов,Башилова,2,bashilov,bashilova,694,1206,1900
249,507,Башкировы,Башкиров,Башкирова,3,bashkirov,bashkirova,4585,6093,10678
250,509,Башкирцовы,Башкирцов,Башкирцова,2,bashkirtsov,bashkirtsova,2,3,5
251,510,Бебутов,Бебутов,Бебутова,5,bebutov,bebutova,34,29,63
252,511,Бегичевы,Бегичев,Бегичева,2,begichev,begicheva,232,420,652
253,514,Безбородов,Безбородов,Безбородова,2,bezborodov,bezborodova,4281,5540,9821
254,515,Безобразовы,Безобразов,Безобразова,2,bezobrazov,bezobrazova,449,496,945
255,519,Безручко-Высоцкие,Безручко-Высоцкий,Безручко-Высоцкая,2,bezruchko-vysotsky,bezruchko-vysotskaya,0,1,1
256,520,Безсомыкины,Безсомыкин,Безсомыкина,3,bezsomykin,bezsomykina,0,0,0
257,521,Безсоновы,Безсонов,Безсонова,2,bezsonov,bezsonova,123,180,303
258,530,Бейдеман,Бейдеман,Бейдеман,3,beydeman,beydeman,1,1,1
259,531,Бекбулатовы,Бекбулатов,Бекбулатова,2,bekbulatov,bekbulatova,737,511,1248
260,532,Бикбулатовы,Бикбулатов,Бикбулатова,2,bikbulatov,bikbulatova,3353,4642,7995
261,533,Бекед,Бекед,Бекед,3,beked,beked,0,0,0
262,535,Бекет,Бекет,Бекет,3,beket,beket,23,23,23
263,537,Бекель,Бекель,Бекель,3,bekel,bekel,10,10,10
264,538,Бекендорфы,Бекендорф,Бекендорф,3,bekendorf,bekendorf,4,4,4
265,539,Бекер,Бекер,Бекер,3,beker,beker,479,479,479
266,540,Беккер,Беккер,Беккер,3,bekker,bekker,11827,11827,11827
267,541,Бекетовы,Бекетов,Бекетова,3,beketov,beketova,6009,6691,12700
268,544,Беклемишевы,Беклемишев,Беклемишева,2,beklemishev,beklemisheva,68,291,359
269,549,Бекневы,Бекнев,Бекнева,2,beknev,bekneva,2,1,3
270,551,Бекорюков,Бекорюков,Бекорюкова,6,bekorjukov,bekorjukova,0,0,0
271,552,Белавенец,Белавенец,Белавенец,3,belavenets,belavenets,3,3,3
272,553,Белавины,Белавин,Белавина,1,belavin,belavina,1408,1797,3205
273,555,Белавинцовы,Белавинцов,Белавинцова,2,belavintsov,belavintsova,0,0,0
274,557,Белановские,Белановский,Белановская,3,belanovsky,belanovskaya,45,42,87
275,558,Белевич-Станкевич,Белевич-Станкевич,Белевич-Станкевич,6,belevich-stankevich,belevich-stankevich,0,0,0
276,559,Белевцев,Белевцев,Белевцева,6,belevtsev,belevtseva,409,398,807
277,560,Белениновы,Беленинов,Беленинова,3,beleninov,beleninova,48,60,108
278,561,Беликовы,Беликов,Беликова,3,belikov,belikova,20398,22576,42974
279,562,Беликович,Беликович,Беликович,6,belikovich,belikovich,4,4,4
280,563,Белиховы,Белихов,Белихова,2,belikhov,belikhova,99,102,201
281,564,Белкин,Белкин,Белкина,6,belkin,belkina,12018,14055,26073
282,565,Беловы,Белов,Белова,1,belov,belova,122693,138500,261193
283,570,Белово,Белово,Белово,1,belovo,belovo,35,35,35
284,580,Белоголововы,Белоголовов,Белоголовова,3,belogolovov,belogolovova,5,17,22
285,582,Белоголовые,Белоголовый,Белоголовая,3,belogolovyy,belogolovaya,14,19,33
286,584,Белокопытовы,Белокопытов,Белокопытова,3,belokopytov,belokopytova,2753,2741,5494
287,586,Белокопетов,Белокопетов,Белокопетова,3,belokopetov,belokopetova,0,0,0
288,588,Белокрылин,Белокрылин,Белокрылина,3,belokrylin,belokrylina,13,21,34
289,589,Белопольские,Белопольский,Белопольская,1,belopolsky,belopolskaya,174,206,380
290,591,Белосельские,Белосельский,Белосельская,5,beloselsky,beloselskaya,26,30,56
291,592,Белосельский-Белозерский,Белосельский-Белозерский,Белосельская-Белозерская,5,beloselskiy-belozersky,beloselskaya-belozerskaya,0,0,0
292,593,Белоусовы,Белоусов,Белоусова,2,belousov,belousova,51743,59665,111408
293,595,Белые,Белый,Белая,2,belyy,belaya,33625,21793,55418
294,600,Белого,Белого,Белого,2,belogo,belogo,21,21,21
295,605,Белаго,Белаго,Белаго,2,belago,belago,10,10,10
296,610,Бельгарды,Бельгард,Бельгард,2,belgard,belgard,40,40,40
297,614,Бельские,Бельский,Бельская,3,belsky,belskaya,4465,4922,9387
298,616,Белявские,Белявский,Белявская,1,belyavsky,belyavskaya,1517,2141,3658
299,618,Беляевы,Беляев,Беляева,1,belyaev,belyaeva,77617,84395,162012
300,639,Беляки,Беляки,Беляки,2,belyaki,belyaki,0,0,0
301,640,Беляковы,Беляков,Белякова,3,belyakov,belyakova,34141,38589,72730
302,641,Бемы,Бем,Бем,3,bem,bem,919,919,919
303,645,Бенардаки,Бенардаки,Бенардаки,2,benardaki,benardaki,16,16,16
304,646,Бернардаки,Бернардаки,Бернардаки,2,bernardaki,bernardaki,0,0,0
305,647,Бендерские,Бендерский,Бендерская,3,bendersky,benderskaya,172,165,337
306,648,Бендон,Бендон,Бендон,3,bendon,bendon,2,2,2
307,649,Бенедиктовы,Бенедиктов,Бенедиктова,2,benediktov,benediktova,181,143,324
308,650,Бенецкие,Бенецкий,Бенецкая,3,benetsky,benetskaya,14,63,77
309,651,Бениславский,Бениславский,Бениславская,6,benislavsky,benislavskaya,0,14,14
310,652,Бенкендорф,Бенкендорф,Бенкендорф,3,benkendorf,benkendorf,164,164,164
311,653,Беры,Бер,Бер,3,ber,ber,1168,1168,1168
312,657,Бервик,Бервик,Бервик,2,bervik,bervik,1,1,1
313,659,Бервин,Бервин,Бервина,2,bervin,bervina,82,72,154
314,661,Берги,Берги,Берги,2,bergi,bergi,7,7,7
315,666,Берг,Берг,Берг,2,berg,berg,3805,3805,3805
316,671,Фон-Берг,Фон-Берг,Фон-Берг,6,fon-berg,fon-berg,0,0,0
317,672,Бергер,Бергер,Бергер,3,berger,berger,3536,3536,3536
318,673,Бергман,Бергман,Бергман,1,bergman,bergman,764,764,764
319,675,Бердниковы,Бердников,Бердникова,3,berdnikov,berdnikova,10972,12834,23806
320,677,Березины,Березин,Березина,2,berezin,berezina,22211,25937,48148
321,679,Березниковы,Березников,Березникова,6,bereznikov,bereznikova,615,806,1421
322,680,Березницкие,Березницкий,Березницкая,3,bereznitsky,bereznitskaya,18,348,366
323,681,Берензоны,Берензон,Берензон,3,berenzon,berenzon,20,20,20
324,683,Беренсы,Беренс,Беренс,2,berens,berens,46,46,46
325,686,Беренцовы,Беренцов,Беренцова,3,berentsov,berentsova,10,18,28
326,687,Беринги,Беринги,Беринги,1,beringi,beringi,0,0,0
327,690,Беринг,Беринг,Беринг,1,bering,bering,139,139,139
328,693,Берковист,Берковист,Берковист,3,berkovist,berkovist,0,0,0
329,694,Берман,Берман,Берман,2,berman,berman,709,709,709
330,696,Бернарды,Бернард,Бернард,2,bernard,bernard,286,286,286
331,700,Бернацкие,Бернацкий,Бернацкая,1,bernatsky,bernatskaya,135,816,951
332,703,Бернов,Бернов,Бернова,1,bernov,bernova,134,101,235
333,704,Берс,Берс,Берс,2,bers,bers,300,300,300
